,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
United Nations,,,,,,,,,,,,,,,,,,,,,,,,
Population Division,,,,,,,,,,,,,,,,,,,,,,,,
Department of Economic and Social Affairs,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
World Urbanization Prospects: The 2014 Revision,,,,,,,,,,,,,,,,,,,,,,,,
"File 3: Urban Population at Mid-Year by Major Area, Region and Country, 1950-2050 (thousands)",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
POP/DB/WUP/Rev.2014/1/F03,,,,,,,,,,,,,,,,,,,,,,,,
June 2014 - Copyright © 2014 by United Nations. All rights reserved,,,,,,,,,,,,,,,,,,,,,,,,
"Suggested citation: United Nations, Department of Economic and Social Affairs, Population Division (2014). World Urbanization Prospects: The 2014 Revision, CD-ROM Edition.",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Urban Population at Mid-Year, 1950-2050 (thousands)",,,,,,,,,,,,,,,,,,,,
Index,"Major area, region, country or area",Note,Country Code,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
216,Central America,,916,15047.496,18995.642,24114.74,30471.212,38073.978,46895.823,56321.824,65085.01,74880.389,85887.912,96144.181,105726.392,115973.251,126854.204,137422.764,147690.335,157341.379,166145.989,174048.837,181070.744,187157.976
217,Belize,,84,38.103,43.674,49.743,55.693,62.266,66.858,71.173,79.85,89.021,98.273,113.717,125.928,138.754,152.849,168.319,185.637,205.36,227.894,252.387,276.923,301.155
218,Costa Rica,,188,323.694,382.584,456.959,566.599,707.463,848.517,1012.137,1226.394,1539.343,1897.673,2320.37,2837.001,3349.735,3842.334,4268.727,4624.858,4909.586,5125.203,5280.983,5399.509,5482.284
219,El Salvador,,222,803.16,910.349,1063.302,1262.033,1471.907,1756.874,2053.36,2333.607,2631.145,3102.032,3510.45,3743.594,3997.414,4287.823,4560.812,4795.818,5000.088,5156.535,5279.345,5369.911,5424.841
220,Guatemala,,320,788.542,1013.07,1288.609,1609.7,1925.004,2274.372,2618.455,3100.805,3655.423,4304.066,5056.085,5980.946,7073.637,8382.909,9851.814,11469.734,13213.529,15069.123,17023.905,19061.878,21157.217
221,Honduras,,340,261.427,344.057,455.478,604.719,777.838,997.878,1267.838,1599.028,1984.039,2401.218,2834.564,3347.011,3939.871,4610.415,5317.18,6040.909,6762.785,7465.643,8160.17,8841.551,9497.109
222,Mexico,,484,12069.339,15360.488,19629.618,24905.288,31274.098,38727.656,46671.72,53683.87,61475.379,69987.292,77616.883,84497.584,91745.303,99244.722,106297.564,112981.354,119016.21,124245.356,128609.814,132138.956,134827.995
223,Nicaragua,,558,455.79,563.404,702.4,881.023,1128.57,1363.677,1623.208,1897.068,2165.604,2494.405,2792.077,3051.272,3333.511,3677.533,4031.679,4388.036,4753.396,5106.903,5438.013,5739.512,6005.637
224,Panama,,591,307.441,378.016,468.631,586.157,726.832,859.991,1003.933,1164.388,1340.435,1602.953,1900.035,2143.056,2395.026,2655.619,2926.669,3203.989,3480.425,3749.332,4004.22,4242.504,4461.738
225,South America,,931,48117.449,60860.629,76274.543,94505.487,114503.78,136909.315,162478.688,190428.543,219144.771,247493.158,276586.184,301248.363,323567.117,345611.127,366308.08,385366.27,402364.584,417115.874,429609.088,439934.001,448033.445
226,Argentina,,32,11205.806,13182.253,15181.57,17025.65,18914.283,21109.101,23307.885,25800.765,28378.349,30710.314,32896.137,34815.529,36726.616,38677.436,40510.074,42230.621,43784.015,45168.258,46388.928,47451.632,48339.324
227,Bolivia (Plurinational State of),,68,918.518,1061.108,1232.687,1435.054,1677.433,1969.903,2440.204,3051.708,3775.947,4535.405,5252.971,6005.185,6746.638,7553.157,8391.491,9241.46,10079.242,10900.68,11699.411,12466.737,13192.907
228,Brazil,,76,19517.261,25825.892,33577.807,43064.986,53706.01,65785.321,79700.434,95168.775,110622.982,125643.278,141684.026,154189.709,164631.36,174508.252,183326.155,191032.039,197460.86,202519.536,206243.977,208808.088,210238.186
229,Chile,,152,3553.119,4280.347,5188.758,6204.626,7205.948,8172.864,9093.06,10019.728,11003.315,12208.349,13302.104,14286.185,15193.221,16047.356,16836.438,17533.149,18112.458,18582.852,18951.255,19223.038,19402.852
230,Colombia,,170,3923.852,5349.234,7208.122,9469.325,11701.193,14047.273,16732.141,19722.374,22740.742,25790.549,28756.356,31775.157,34850.409,37858.036,40736.096,43434.014,45899.152,48107.094,50046.037,51708.293,53082.825
231,Ecuador,,218,976.359,1219.715,1529.435,1909.962,2366.378,2935.215,3714.365,4589.925,5577.081,6536.659,7557.363,8501.948,9404.165,10342.602,11317.151,12323.857,13349.858,14379.109,15379.393,16318.742,17184.021
232,Falkland Islands (Malvinas),,238,1.154,1.118,1.083,1.075,1.076,1.08,1.089,1.188,1.478,1.609,1.948,2.094,2.223,2.332,2.413,2.47,2.502,2.511,2.514,2.515,2.516
233,French Guiana,,254,13.671,16.721,20.503,25.868,32.746,39.364,47.975,63.551,87.36,106.902,130.527,163.863,191.627,220.793,251.577,283.635,316.112,348.21,380,411.503,442.897
234,Guyana,,328,113.931,137.861,162.538,187.095,212.101,224.417,236.866,225.767,214.49,212.154,213.619,215.32,221.992,230.593,241.379,255.167,271.376,286.446,298.701,307.846,314.021
235,Paraguay,,600,509.265,587.306,678.319,789.369,920.969,1093.5,1333.533,1665.945,2069.374,2503.226,2960.363,3386.032,3778.11,4196.297,4642.868,5109.355,5587.121,6070.663,6552.455,7021.583,7470.592
236,Peru,,604,3129.346,3805.484,4649.019,5948.201,7574.461,9320.192,11189.708,13055.314,15001.098,16985.054,18990.919,20801.966,22507.409,24495.382,26500.247,28402.713,30155.575,31728.411,33133.346,34365.77,35404.522
237,Suriname,,740,100.808,117.729,137.119,156.551,171.069,195.863,237.504,245.641,267.268,287.943,310.074,333.093,348.279,362.22,376.079,390.298,404.517,417.794,429.575,438.765,445.315
238,Uruguay,,858,1744.386,1876.901,2037.149,2191.549,2314.52,2360.181,2489.857,2626.213,2767.016,2919.422,3056.103,3103.003,3183.623,3269.154,3341.43,3410.824,3467.019,3508.407,3534.549,3547.97,3549.492
239,Venezuela (Bolivarian Republic of),,862,2409.973,3398.96,4670.434,6096.176,7705.593,9655.041,11954.067,14191.649,16638.271,19052.294,21473.674,23669.279,25781.445,27847.517,29834.682,31716.668,33474.777,35095.903,36568.947,37861.519,38963.975
240,NORTHERN AMERICA,,905,109666.641,125205.023,142880.6,157961.458,170791.255,179212.018,188372.944,200016.95,212935.143,229946.714,249504.44,264277.991,279948.502,294834.161,309991.276,325100.335,339782.053,353503.146,366215.816,378243.507,390070.374
241,Bermuda,,60,37.26,40.639,44.714,48.841,51.766,54.28,56.067,57.813,59.798,61.407,62.837,64.137,64.951,65.578,66.093,66.44,66.524,66.293,65.778,65.108,64.472
242,Canada,,124,8372.186,10337.873,12368.356,14351.388,16215.878,17493.256,18545.858,19732.439,21180.754,22754.81,24397.595,25841.9,27620.891,29352.62,31111.151,32756.325,34304.212,35726.312,37058.256,38344.783,39616.206
243,Greenland,,304,11.269,13.905,18.285,25.075,33.517,36.884,38.194,41.467,44.314,45.151,45.838,47.19,47.715,49.506,50.168,50.112,49.368,48.967,48.164,47.133,45.921
244,Saint Pierre and Miquelon,,666,3.658,3.945,4.252,4.474,4.826,5.238,5.376,5.462,5.582,5.602,5.583,5.493,5.439,5.467,5.491,5.512,5.537,5.563,5.584,5.61,5.628
245,United States of America,,840,101242.268,114808.661,130444.993,143531.68,154485.268,161622.36,169727.449,180179.769,191644.695,207079.744,224992.587,238319.271,252209.506,265360.99,278758.373,292221.946,305356.412,317656.011,329038.034,339780.873,350338.147
246,OCEANIA,,909,7906.061,9179.233,10583.753,12091.665,14039.811,15449.887,16383.192,17585.613,19058.823,20496.948,22013.478,23711.239,25923.58,27852.61,29817.854,31790.921,33746.95,35704.583,37702.299,39740.581,41807.156
247,Australia/New Zealand,,927,7680.534,8883.734,10193.943,11563.898,13290.059,14488.722,15239.518,16230.087,17480.246,18742.123,20092.833,21615.727,23643.997,25358.583,27075.97,28763.159,30384.548,31947.161,33482.425,35013.634,36532.976
248,Australia,21,36,6296.801,7311.065,8391.261,9490.633,11003.204,11936.708,12613.886,13495.065,14600.726,15606.086,16787.389,18058.232,19880.192,21392.649,22910.275,24400.23,25834.777,27222.968,28592.83,29969.626,31346.075
249,New Zealand,,554,1383.733,1572.669,1802.682,2073.265,2286.855,2552.014,2625.632,2735.022,2879.52,3136.037,3305.444,3557.495,3763.805,3965.934,4165.695,4362.929,4549.771,4724.193,4889.595,5044.008,5186.901
250,Melanesia,,928,122.94,166.896,232.615,328.395,498.066,648.682,782.367,934.97,1096.958,1217.19,1334.156,1487.659,1668.336,1856.394,2071.326,2322.755,2621.534,2979.509,3405.827,3880.047,4398.064
251,Fiji,,242,70.376,90.219,116.759,151.143,180.926,211.728,239.93,274.155,303.071,352.859,388.843,410.182,446.014,479.644,508.919,533.49,553.847,570.208,582.831,591.63,596.64
252,New Caledonia,,540,15.939,20.733,29.162,40.716,53.807,70.731,81.468,90.563,100.343,113.702,129.744,146.296,165.746,184.757,203.241,220.989,237.608,252.815,266.785,280.065,292.679
253,Papua New Guinea,,598,29.039,45.927,73.268,118.206,238.516,335.193,419.533,514.839,623.452,664.027,710.258,799.132,892.933,992.537,1120.412,1286.831,1502.773,1781.074,2130.841,2530.369,2975.984
254,Solomon Islands,,90,3.412,4.774,6.799,9.914,14.293,17.651,24.391,33.67,42.65,52.679,65.203,83.686,105.54,130.507,157.73,187.122,218.398,250.757,284.023,319.004,355.352
255,Vanuatu,,548,4.174,5.243,6.627,8.416,10.524,13.379,17.045,21.743,27.442,33.923,40.108,48.363,58.103,68.949,81.024,94.323,108.908,124.655,141.347,158.979,177.409
256,Micronesia,,954,46.842,56.417,69.063,87.244,111.254,151.091,182.258,218.862,258.082,296.617,324.992,331.205,328.603,347.078,368.583,390.08,411.404,432.038,450.812,467.091,481.049
257,Guam,,316,24.635,28.607,33.468,41.565,51.938,78.074,97.625,107.645,118.472,133.997,144.656,148.313,150.031,160.569,171.101,181.396,190.928,199.34,206.615,212.917,218.37
258,Kiribati,,296,2.871,3.887,5.371,7.434,10.565,14.331,17.598,20.844,24.855,27.808,35.564,39.4,42.785,46.765,51.431,56.714,62.42,68.222,73.849,79.439,85.121
259,Marshall Islands,,584,3.034,4.042,5.218,7.373,10.911,15.51,17.828,23.746,30.77,34.044,35.656,36.389,37.404,38.517,40.64,42.285,44.237,46.966,49.889,52.243,53.699
260,Micronesia (Fed. States of),,583,6.4,8.009,9.938,12.295,15.241,16.328,19.296,22.407,24.87,26.962,23.989,23.714,23.105,23.424,25.029,27.089,29.48,32.038,34.587,37.02,39.462
261,Nauru,,520,2.953,3.621,4.433,5.738,6.493,7.07,7.488,8.174,9.157,9.97,10.042,10.115,10.025,10.122,10.443,10.706,10.912,11.066,11.162,11.203,11.192
262,Northern Mariana Islands,,580,2.94,3.679,5.158,6.556,9.25,12.27,14.795,26.816,39.457,51.511,61.67,57.806,48.19,49.143,49.856,50.381,50.675,50.624,50.06,48.88,47.141
263,Palau,,585,4.009,4.572,5.477,6.283,6.856,7.508,7.628,9.23,10.501,12.325,13.415,15.468,17.063,18.538,20.083,21.509,22.752,23.782,24.65,25.389,26.064
264,Polynesia,22,957,55.745,72.186,88.132,112.128,140.432,161.392,179.049,201.694,223.537,241.018,261.497,276.648,282.644,290.555,301.975,314.927,329.464,345.875,363.235,379.809,395.067
265,American Samoa,,16,11.697,12.616,13.25,16.071,19.209,21.657,24.125,30.519,38.081,45.091,50.957,52.082,48.734,48.43,49.99,51.684,53.251,54.425,55.095,55.311,55.234
266,Cook Islands,,184,5.734,6.908,8.485,9.636,11.406,10.994,9.484,9.783,10.165,10.741,11.621,13.778,14.859,15.525,16.156,16.687,17.294,17.996,18.608,19.168,19.659
267,French Polynesia,,258,20.069,25.945,33.014,45.018,60.952,76.088,89.509,102.74,114.776,121.886,133.039,143.821,151.399,158.009,164.922,172.236,179.769,187.509,195.495,202.884,209.378
268,Niue,,570,1.003,1.009,1.039,1.096,1.082,0.928,0.92,0.843,0.72,0.682,0.628,0.594,0.568,0.542,0.529,0.523,0.556,0.586,0.609,0.631,0.651
269,Samoa,,882,10.58,16.398,20.562,24.526,29.14,31.778,32.936,33.926,34.527,36.628,38.375,38.177,37.351,36.903,37.006,37.866,39.651,43.001,47.41,52.01,56.55
270,Tokelau,,772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,Tonga,,776,6.084,8.566,10.812,14.5,17.032,17.967,19.674,20.921,21.607,21.933,22.543,23.378,24.348,25.224,26.921,28.942,31.458,34.494,37.913,41.323,44.599
272,Tuvalu,,798,0.578,0.744,0.97,1.281,1.611,1.98,2.401,2.962,3.661,4.057,4.334,4.818,5.385,5.922,6.451,6.989,7.485,7.864,8.105,8.482,8.996
273,Wallis and Futuna Islands,,876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
